provision_version_id,instrument_id,stable_provision_id,effective_from,effective_to_exclusive,application_basis,source_uri,source_snapshot_hashes,source_snapshot_dates,exact_change_kind,semantic_change,actor_role,modality,true_effect,false_effect,reserved_decision_owner,evidence_contract,external_dependencies,rule_determinacy,authority_judgment_required,authority_judgment_kind,legal_linguistic_conflict,semantic_note
IT-DLGS-19-2021:Art.9(4)(c):v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.9(4)(c),2021-03-13,,D.lgs. 19/2021 effective 2021-03-13; held Article 9 text governs the admitted event horizon,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art9!vig=2021-03-13,ab73c0e98c700d02a140d68c321a7dbf4c5e06b6364c3d9de4d7ceb0265208cb,2021-03-13,INITIAL,INITIAL,Phytosanitary Emergency Secretariat,-,"Allocates organization of checks, including audits, on performance of action-plan plant-health measures to the Phytosanitary Emergency Secretariat.",-,-,"Effective adopted action plan; exact measures and expected performers; verification or audit mandate, evidence and findings.",[],DETERMINISTIC_RULE,NO,-,-,"Verification evidence does not activate the underlying measure, prove recipient breach or transfer enforcement authority."
IT-DLGS-19-2021:Art.9(5):v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.9(5),2021-03-13,,D.lgs. 19/2021 effective 2021-03-13; held Article 9 text governs the admitted event horizon,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art9!vig=2021-03-13,ab73c0e98c700d02a140d68c321a7dbf4c5e06b6364c3d9de4d7ceb0265208cb,2021-03-13,INITIAL,INITIAL,Phytosanitary Emergency Secretariat,shall,Report periodically to the National Plant Health Committee on the emergency’s evolution.,"Without an emergency in progress, this periodic emergency-reporting duty does not activate. Missing emergency-state evidence remains UNKNOWN.",-,Active emergency identity and interval; periodic secretariat reports and committee receipt.,[],DETERMINISTIC_RULE,NO,-,-,"The report informs committee judgment. It does not itself change the area, measures or emergency state."
IT-DLGS42-A146:Art.146(2):v1,IT-DLGS42-A146,IT-DLGS42-A146:Art.146(2),2021-03-13,,D.lgs. 42/2004 Article 146 temporal text effective 2021-03-13,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2004-01-22;42~art146!vig=2021-03-13,0704d55f6862529f9bf647951ab2f7447846fe6f9bdad5d65f7197d4e75830ed,2021-03-13,INITIAL,INITIAL,"Owner, possessor or holder of the protected property or area",shall,Submit the intervention project with required documentation to the competent administration and do not begin work before authorization is obtained.,"If landscape authorization is not required for the exact intervention, this route does not activate. Missing protected-status or authorization-requirement evidence remains UNKNOWN.",Competent landscape authority,Protected property or area identity and legal status; exact proposed intervention; authorization requirement; complete project and required documentation; application and work-start evidence.,[],DETERMINISTIC_RULE,NO,-,-,The landscape application and abstention duty precede the plant-health authority’s case-specific protected-plant removal decision. [PRESERVED_PRE_MIGRATION_DETAIL: scope=PROCEDURAL_SUPPORT]
IT-DLGS42-A146:Art.146(5):regional-decision-owner:v1,IT-DLGS42-A146,IT-DLGS42-A146:Art.146(5):regional-decision-owner,2021-03-13,,D.lgs. 42/2004 Article 146 temporal text effective 2021-03-13,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2004-01-22;42~art146!vig=2021-03-13,0704d55f6862529f9bf647951ab2f7447846fe6f9bdad5d65f7197d4e75830ed,2021-03-13,INITIAL,INITIAL,Region or validly delegated competent landscape authority,shall,Decide the landscape-authorization application through the competent landscape authority.,"Without a complete application and resolved opinion route, the authorization decision remains unresolved. Missing authorization evidence is not approval.",Region or validly delegated competent landscape authority,Complete landscape application; competent decision-owner identity or delegation; superintendent-opinion request and receipt time; opinion and legal character or expiry of the paragraph 5 forty-five-day route; reasoned landscape-authorization decision and time.,[],DETERMINISTIC_RULE,YES,RESERVED_LANDSCAPE_AUTHORIZATION_DECISION,-,The superintendent supplies the required opinion. The region or valid delegate owns the authorization decision. [PRESERVED_PRE_MIGRATION_DETAIL: scope=PROCEDURAL_SUPPORT]
IT-DLGS42-A146:Art.146(8):superintendent-opinion:v1,IT-DLGS42-A146,IT-DLGS42-A146:Art.146(8):superintendent-opinion,2021-03-13,,D.lgs. 42/2004 Article 146 temporal text effective 2021-03-13,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2004-01-22;42~art146!vig=2021-03-13,0704d55f6862529f9bf647951ab2f7447846fe6f9bdad5d65f7197d4e75830ed,2021-03-13,INITIAL,INITIAL,Superintendent,shall,Issue the opinion limited to overall landscape compatibility and conformity with the landscape plan or applicable specific discipline.,"Without receipt of the complete acts, this opinion clock does not start. Missing opinion evidence remains UNKNOWN and is resolved only through the exact statutory time route.",Superintendent,"Complete transmitted acts and receipt time; proposed intervention; landscape-plan or specific-discipline requirements; superintendent opinion, scope, legal character and time.",[],DETERMINISTIC_RULE,YES,LANDSCAPE_COMPATIBILITY_AND_CONFORMITY_OPINION,-,The opinion is bounded to landscape compatibility and conformity. It does not decide the plant-health necessity or make the final landscape-authorization decision. [PRESERVED_PRE_MIGRATION_DETAIL: scope=PROCEDURAL_SUPPORT]
IT-DM-0677268-2021:Art.1(1):CREA-DC-Firenze-designation:v1,IT-DM-0677268-2021,IT-DM-0677268-2021:Art.1(1):CREA-DC-Firenze-designation,,,"Ministerial decree signed 24 December 2021; designation takes effect the day after required web publication, whose exact date is not held",https://www.protezionedellepiante.it/wp-content/uploads/2022/02/d.-0677268_2021_laboratori-nazionali-riferimento.pdf,84697571f9cd3eceb2b5c6c7a9534c2cd39a8ac73990cfaa1659a419ca7c4c2a,2021-12-24,INITIAL,INITIAL,Minister responsible for agriculture,-,"Designate CREA-DC Florence at via Lanciola 12 A, Impruneta, as the national reference laboratory for insects and mites and for nematodes from exact commencement, or for a later event independently confirmed by later official status evidence.",Exact original commencement remains unresolved near publication. Later official confirmation may establish later event-time status without inventing or back-projecting the original start.,Minister responsible for agriculture,Signed ministerial decree; exact facility identity and address; listed competence categories; required publication and effective-start evidence; continuing Article 100(3) qualification and Article 13(5) performance status.,"[""IT-DLGS-19-2021:Art.13(1):corresponding-reference-laboratory"",""IT-DLGS-19-2021:Art.13(2)"",""IT-DM-0677268-2021:Art.2(1):entry-into-force"",""EU-2017-625:Art.100:national-reference-laboratory-status""]",DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,YES,effective commencement and event-time designation status,-,"The decree designates the Florence facility only for its listed competence. It does not establish bacteriology or Xylella national-reference competence for Florence. [PRESERVED_PRE_MIGRATION_DETAIL: scope=IMPLEMENTATION_WITH_EFFECTIVE_START_SOURCE_REQUIRED; change=INITIAL_DESIGNATION; semantic=FACILITY_SPECIFIC_NATIONAL_REFERENCE_DESIGNATION; temporal=CURRENT_EFFECTIVE_START_SOURCE_REQUIRED] The held ministerial decree, not the EU-list recital, constitutes this national designation. The National Plant Health Service post is dated 9 February 2022; exact Ministry-site publication date remains unheld, so the controlling day-after-publication start remains bounded. Substantive designation text, exact commencement and later operative status are separate conclusions."
IT-DM-0677268-2021:Art.1(1):CREA-DC-Roma-designation:v1,IT-DM-0677268-2021,IT-DM-0677268-2021:Art.1(1):CREA-DC-Roma-designation,,,"Ministerial decree signed 24 December 2021; designation takes effect the day after required web publication, whose exact date is not held",https://www.protezionedellepiante.it/wp-content/uploads/2022/02/d.-0677268_2021_laboratori-nazionali-riferimento.pdf,84697571f9cd3eceb2b5c6c7a9534c2cd39a8ac73990cfaa1659a419ca7c4c2a,2021-12-24,INITIAL,INITIAL,Minister responsible for agriculture,-,"Designate CREA-DC Rome at via Carlo Giuseppe Bertero 22 as the national reference laboratory for bacteria, fungi and oomycetes, and viruses, viroids and phytoplasmas from exact commencement, or for a later event independently confirmed by later official status evidence.",Exact original commencement remains unresolved near publication. Later official confirmation may establish later event-time status without inventing or back-projecting the original start.,Minister responsible for agriculture,Signed ministerial decree; exact facility identity and address; listed competence categories; required publication and effective-start evidence; continuing Article 100(3) qualification and Article 13(5) performance status.,"[""IT-DLGS-19-2021:Art.13(1):corresponding-reference-laboratory"",""IT-DLGS-19-2021:Art.13(2)"",""IT-DM-0677268-2021:Art.2(1):entry-into-force"",""EU-2017-625:Art.100:national-reference-laboratory-status""]",DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,YES,effective commencement and event-time designation status,-,"The Rome facility’s bacteria competence supports the held CREA-DC bacteriology route. The decree does not designate CNR-IPSP or a Bari seat. [PRESERVED_PRE_MIGRATION_DETAIL: scope=IMPLEMENTATION_WITH_EFFECTIVE_START_SOURCE_REQUIRED; change=INITIAL_DESIGNATION; semantic=FACILITY_SPECIFIC_NATIONAL_REFERENCE_DESIGNATION; temporal=CURRENT_EFFECTIVE_START_SOURCE_REQUIRED] The held ministerial decree, not the EU-list recital, constitutes this national designation. The National Plant Health Service post is dated 9 February 2022; exact Ministry-site publication date remains unheld, so the controlling day-after-publication start remains bounded. Substantive designation text, exact commencement and later operative status are separate conclusions."
IT-DM-0677268-2021:Art.2(1):entry-into-force:v1,IT-DM-0677268-2021,IT-DM-0677268-2021:Art.2(1):entry-into-force,,,Entry-into-force rule in ministerial decree signed 24 December 2021; exact publication date not held,https://www.protezionedellepiante.it/wp-content/uploads/2022/02/d.-0677268_2021_laboratori-nazionali-riferimento.pdf,84697571f9cd3eceb2b5c6c7a9534c2cd39a8ac73990cfaa1659a419ca7c4c2a,2021-12-24,INITIAL,INITIAL,-,-,Make the decree and its facility designations effective on the day after publication.,"Before the controlling day-after-publication start the decree has no effect; while the publication date is missing, commencement remains unresolved.",-,Completed required publication and exact publication date; calculation of the following day; effective designation and operating status from that date.,"[""IT-DM-0677268-2021:Art.2(1):publication-event""]",DETERMINISTIC_RULE,NO,-,-,"The signature date is not the legal effective start. The held 2022 upload path is not used to invent the original publication date. [PRESERVED_PRE_MIGRATION_DETAIL: scope=IMPLEMENTATION_WITH_EFFECTIVE_START_SOURCE_REQUIRED; semantic=DAY_AFTER_PUBLICATION_ENTRY_INTO_FORCE; temporal=CURRENT_EFFECTIVE_START_SOURCE_REQUIRED] The National Plant Health Service post is dated 9 February 2022; exact Ministry-site publication date remains unheld, so the controlling day-after-publication start remains bounded."
IT-DM-0677268-2021:Art.2(1):operate-within-competence:v1,IT-DM-0677268-2021,IT-DM-0677268-2021:Art.2(1):operate-within-competence,,,Ministerial decree signed 24 December 2021; operating duty begins when the decree becomes effective after required web publication,https://www.protezionedellepiante.it/wp-content/uploads/2022/02/d.-0677268_2021_laboratori-nazionali-riferimento.pdf,84697571f9cd3eceb2b5c6c7a9534c2cd39a8ac73990cfaa1659a419ca7c4c2a,2021-12-24,INITIAL,INITIAL,National reference laboratory designated by Article 1,shall,Operate within the listed competence in accordance with D.lgs. 19/2021 Article 13(5) and Regulation 2017/625 Articles 100(3) and 101(1).,"Outside an effective Article 1 designation or the laboratory’s listed competence, this decree does not authorize national-reference operation. Missing effective-start or competence evidence remains UNKNOWN.",-,Effective facility-specific designation; exact competence category and requested task; continuing Article 100(3) qualification; Article 13(5) and Article 101(1) performance evidence; any suspension or revocation status.,"[""IT-DLGS-19-2021:Art.13(5)-stem"",""EU-2017-625:Art.100:national-reference-laboratory-status"",""EU-2017-625:Art.101(1):national-reference-laboratory-tasks""]",DETERMINISTIC_RULE,NO,-,-,"The duty is competence-bounded. Facility designation, continuing qualification and the requested task remain separate evidence. [PRESERVED_PRE_MIGRATION_DETAIL: scope=IMPLEMENTATION_WITH_EFFECTIVE_START_SOURCE_REQUIRED; semantic=DESIGNATED_LABORATORY_OPERATING_DUTY; temporal=CURRENT_EFFECTIVE_START_SOURCE_REQUIRED] The National Plant Health Service post is dated 9 February 2022; exact Ministry-site publication date remains unheld, so the controlling day-after-publication start remains bounded."
IT-DM-0677268-2021:Art.2(1):publication-event:v1,IT-DM-0677268-2021,IT-DM-0677268-2021:Art.2(1):publication-event,,,Entry-into-force rule in ministerial decree signed 24 December 2021; exact publication date not held,https://www.protezionedellepiante.it/wp-content/uploads/2022/02/d.-0677268_2021_laboratori-nazionali-riferimento.pdf,84697571f9cd3eceb2b5c6c7a9534c2cd39a8ac73990cfaa1659a419ca7c4c2a,2021-12-24,INITIAL,INITIAL,-,-,Establish the controlling publication event from which the decree becomes effective the following day.,"Without both required publication facts and the controlling-date interpretation, exact commencement remains unresolved.",-,Completed required publication and exact publication date; calculation of the following day; effective designation and operating status from that date.,[],DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,YES,Ministry publication date and controlling publication event,The decree requires publication on two websites but uses singular “publication” for the day-after commencement anchor.,The National Plant Health Service post date is held. The Ministry publication date remains the bounded missing fact.
IT-DM-169819-2022:Art.10(3):timely-analysis:v1,IT-DM-169819-2022,IT-DM-169819-2022:Art.10(3):timely-analysis,2022-07-17,,Ministerial decree signed 12 April 2022; effective start depends on direct Gazzetta publication evidence,https://www.protezionedellepiante.it/wp-content/uploads/2022/04/Decreto-Ministeriale-n.-169819-del-13-aprile-2022.pdf,ef1b6383a40702833003e29d9a6226450d81e53afe8d08daf3a888aa0ea06481,2022-07-16,INITIAL,INITIAL,Official laboratory,shall,"Perform the analysis promptly, consistently with the techniques and methods used.","Without an accepted official sample and valid scope, this analysis duty does not activate. Missing timing or completion evidence remains UNKNOWN.",-,Accepted official sample and receipt time; valid task and method scope; source-compatible laboratory timeline; raw analysis and completion time.,[],DETERMINISTIC_RULE,YES,METHOD_COMPATIBLE_TIMELINESS,-,Promptness is bounded by the actual technique and method. The source supplies no fixed numeric deadline. [PRESERVED_PRE_MIGRATION_DETAIL: scope=IMPLEMENTATION_WITH_EFFECTIVE_START_SOURCE_REQUIRED; semantic=METHOD_COMPATIBLE_TIMELY_ANALYSIS; temporal=CURRENT_EFFECTIVE_START_SOURCE_REQUIRED]
