position_ref,order_ref,comune,foglio,particella,parcel_ref,holder_named_in_annex,basis,subject_resolution
DET-11-2026-FITO:TRIGGIANO:10:662,DET-11-2026-FITO,Triggiano,10,662,L425_001000.662,False,Named in the determination's Allegato 1/B,The annex names no holder for this parcel.
DET-11-2026-FITO:TRIGGIANO:10:302,DET-11-2026-FITO,Triggiano,10,302,L425_001000.302,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:661,DET-11-2026-FITO,Triggiano,10,661,L425_001000.661,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:301,DET-11-2026-FITO,Triggiano,10,301,L425_001000.301,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:269,DET-11-2026-FITO,Triggiano,10,269,L425_001000.269,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:300,DET-11-2026-FITO,Triggiano,10,300,L425_001000.300,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:268,DET-11-2026-FITO,Triggiano,10,268,L425_001000.268,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:267,DET-11-2026-FITO,Triggiano,10,267,L425_001000.267,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:266,DET-11-2026-FITO,Triggiano,10,266,L425_001000.266,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:264,DET-11-2026-FITO,Triggiano,10,264,L425_001000.264,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:263,DET-11-2026-FITO,Triggiano,10,263,L425_001000.263,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:262,DET-11-2026-FITO,Triggiano,10,262,L425_001000.262,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:261,DET-11-2026-FITO,Triggiano,10,261,L425_001000.261,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:260,DET-11-2026-FITO,Triggiano,10,260,L425_001000.260,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:658,DET-11-2026-FITO,Triggiano,10,658,L425_001000.658,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:657,DET-11-2026-FITO,Triggiano,10,657,L425_001000.657,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:656,DET-11-2026-FITO,Triggiano,10,656,L425_001000.656,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:655,DET-11-2026-FITO,Triggiano,10,655,L425_001000.655,False,Named in the determination's Allegato 1/B,The annex names no holder for this parcel.
DET-11-2026-FITO:TRIGGIANO:10:654,DET-11-2026-FITO,Triggiano,10,654,L425_001000.654,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:653,DET-11-2026-FITO,Triggiano,10,653,L425_001000.653,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:652,DET-11-2026-FITO,Triggiano,10,652,L425_001000.652,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:651,DET-11-2026-FITO,Triggiano,10,651,L425_001000.651,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:650,DET-11-2026-FITO,Triggiano,10,650,L425_001000.650,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:259,DET-11-2026-FITO,Triggiano,10,259,L425_001000.259,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:258,DET-11-2026-FITO,Triggiano,10,258,L425_001000.258,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:257,DET-11-2026-FITO,Triggiano,10,257,L425_001000.257,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:256,DET-11-2026-FITO,Triggiano,10,256,L425_001000.256,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:255,DET-11-2026-FITO,Triggiano,10,255,L425_001000.255,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:254,DET-11-2026-FITO,Triggiano,10,254,L425_001000.254,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:252,DET-11-2026-FITO,Triggiano,10,252,L425_001000.252,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:251,DET-11-2026-FITO,Triggiano,10,251,L425_001000.251,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:250,DET-11-2026-FITO,Triggiano,10,250,L425_001000.250,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:647,DET-11-2026-FITO,Triggiano,10,647,L425_001000.647,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:646,DET-11-2026-FITO,Triggiano,10,646,L425_001000.646,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:645,DET-11-2026-FITO,Triggiano,10,645,L425_001000.645,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:644,DET-11-2026-FITO,Triggiano,10,644,L425_001000.644,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:643,DET-11-2026-FITO,Triggiano,10,643,L425_001000.643,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:640,DET-11-2026-FITO,Triggiano,10,640,L425_001000.640,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:247,DET-11-2026-FITO,Triggiano,10,247,L425_001000.247,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:244,DET-11-2026-FITO,Triggiano,10,244,L425_001000.244,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:243,DET-11-2026-FITO,Triggiano,10,243,L425_001000.243,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:242,DET-11-2026-FITO,Triggiano,10,242,L425_001000.242,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:241,DET-11-2026-FITO,Triggiano,10,241,L425_001000.241,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:240,DET-11-2026-FITO,Triggiano,10,240,L425_001000.240,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:498,DET-11-2026-FITO,Triggiano,10,498,L425_001000.498,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:138,DET-11-2026-FITO,Triggiano,10,138,L425_001000.138,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:497,DET-11-2026-FITO,Triggiano,10,497,L425_001000.497,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:137,DET-11-2026-FITO,Triggiano,10,137,L425_001000.137,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:496,DET-11-2026-FITO,Triggiano,10,496,L425_001000.496,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:136,DET-11-2026-FITO,Triggiano,10,136,L425_001000.136,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:495,DET-11-2026-FITO,Triggiano,10,495,L425_001000.495,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:134,DET-11-2026-FITO,Triggiano,10,134,L425_001000.134,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:133,DET-11-2026-FITO,Triggiano,10,133,L425_001000.133,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:492,DET-11-2026-FITO,Triggiano,10,492,L425_001000.492,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:132,DET-11-2026-FITO,Triggiano,10,132,L425_001000.132,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:491,DET-11-2026-FITO,Triggiano,10,491,L425_001000.491,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:131,DET-11-2026-FITO,Triggiano,10,131,L425_001000.131,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:490,DET-11-2026-FITO,Triggiano,10,490,L425_001000.490,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:130,DET-11-2026-FITO,Triggiano,10,130,L425_001000.130,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:529,DET-11-2026-FITO,Triggiano,10,529,L425_001000.529,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:528,DET-11-2026-FITO,Triggiano,10,528,L425_001000.528,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:527,DET-11-2026-FITO,Triggiano,10,527,L425_001000.527,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:526,DET-11-2026-FITO,Triggiano,10,526,L425_001000.526,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:525,DET-11-2026-FITO,Triggiano,10,525,L425_001000.525,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:524,DET-11-2026-FITO,Triggiano,10,524,L425_001000.524,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:523,DET-11-2026-FITO,Triggiano,10,523,L425_001000.523,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:639,DET-11-2026-FITO,Triggiano,10,639,L425_001000.639,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:638,DET-11-2026-FITO,Triggiano,10,638,L425_001000.638,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:637,DET-11-2026-FITO,Triggiano,10,637,L425_001000.637,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:636,DET-11-2026-FITO,Triggiano,10,636,L425_001000.636,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:635,DET-11-2026-FITO,Triggiano,10,635,L425_001000.635,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:634,DET-11-2026-FITO,Triggiano,10,634,L425_001000.634,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:633,DET-11-2026-FITO,Triggiano,10,633,L425_001000.633,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:632,DET-11-2026-FITO,Triggiano,10,632,L425_001000.632,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:599,DET-11-2026-FITO,Triggiano,10,599,L425_001000.599,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:234,DET-11-2026-FITO,Triggiano,10,234,L425_001000.234,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:592,DET-11-2026-FITO,Triggiano,10,592,L425_001000.592,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:591,DET-11-2026-FITO,Triggiano,10,591,L425_001000.591,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:232,DET-11-2026-FITO,Triggiano,10,232,L425_001000.232,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:590,DET-11-2026-FITO,Triggiano,10,590,L425_001000.590,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
